,gendered,neutral
2752,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por los especialistas en este caso,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por el personal experto en este caso
2753,Otro campo de actuación importante han sido los hospitales públicos dónde se trabaja con los médicos,Otro campo de actuación importante han sido los hospitales públicos dónde se trabaja con el personal médico
2754,los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder o mantenerse con él,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder o mantenerse con él
2755,Es crucial cubrir las carencias que tiene el promotor contratando personal cualificado con un perfil diferente para compensar las carencias,Es crucial cubrir las carencias que tiene el equipo promotor contratando personal cualificado con un perfil diferente para compensar las carencias
2756,Las personas intermediarias de la negociación se ocuparán también de saber si la oficina tiene todas sus cuentas al día y si no hay cargas,Las personas intermediarias de la negociación se ocuparán también de saber si la oficina tiene todas sus cuentas al día y si no hay cargas
2757,Es importante cubrir las carencias que presenta el promotor añadiendo personal cualificado con un perfil diferente para compensar las carencias,Es importante cubrir las carencias que presenta el personal promotor añadiendo personal cualificado con un perfil diferente para compensar las carencias
2758,Habla con tu médico para averiguar si necesitas que se modifique tu dosis de insulina o de los demás medicamentos que tienes prescritos,Habla con tu médico para averiguar si necesitas que se modifique tu dosis de insulina o del resto medicamentos que tienes prescritos
2759,"quienes necesiten ayuda , que acudan al mostrador","quienes necesiten ayuda , que acudan al mostrador"
2760,Otro campo de actuación importante han sido los hospitales dónde se trabaja con los médicos,Otro campo de actuación importante han sido los hospitales dónde se trabaja con el personal médico
2761,"Entre los años 2000 y 2006 , el número de suscritos del servicio básico de telefonía fija creció al 5% promedio anual.","Entre los años 2000 y 2006 , el número de personas suscritas del servicio básico de telefonía fija creció al 5% promedio anual."
2762,Habla con tu médico para averiguar si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que tomas,Habla con tu médico para averiguar si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que tomas
2763,Los docentes Martín y Lucas impartirán el temario de Dibujo Técnico.,Los docentes Martín y Lucas impartirán el temario de Dibujo Técnico.
2764,Los formadores Hugo y Mateo impartirán la asignatura de Química.,Los formadores Hugo y Mateo impartirán la asignatura de Química.
2765,Tenemos que cubrir las carencias que presenta el promotor incorporando personal con un perfil diferente para compensar las carencias,Tenemos que cubrir las carencias que presenta el equipo promotor incorporando personal con un perfil diferente para compensar las carencias
2766,Se contó con la presencia de unos ciento cincuenta asistentes,Se contó con la presencia de al rededor de ciento cincuenta asistentes
2767,Cuando se solicite la devolución de la matrícula comenzará el proceso,Cuando se solicite la devolución de la matrícula comenzará el proceso
2768,Estos ordenadores permitirán que el personal administrativo trabaje con más celeridad,Estos ordenadores permitirán que el personal administrativo trabaje con más celeridad
2769,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Marcos y Ricardo serán los responsables de coordinar el departamento de Lengua Castellana.,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Marcos y Ricardo serán los responsables de coordinar el departamento de Lengua Castellana.
2770,Para avanzar en esta materia es preciso formar tanto a los funcionarios como a los formadores en un programa coherente de información y principios compartidos.,Para avanzar en esta materia es preciso formar tanto al personal funcionario como al equipo educativo en un programa coherente de información y principios compartidos.
2771,Todos los asistentes al viaje contará con un regalo,Cada asistente al viaje contará con un regalo
2772,"Con demasiada frecuencia , los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control","Con demasiada frecuencia , los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control"
2773,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por los especialistas en su cirujía,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por el personal experto en su cirujía
2774,"De acuerdo con las informaciones anteriores , las alumnas han presentado una queja por las profesoras en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado ha presentado una queja por el profesorado en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi."
2775,Es importante cubrir las carencias que tiene el promotor añadiendo personal cualificado con un perfil diferente para compensar los erroes pasados,Es importante cubrir las carencias que tiene el personal promotor añadiendo personal cualificado con un perfil diferente para compensar los erroes pasados
2776,Es importante solventar los problemas que presenta el promotor contratando personal con un perfil diferente para compensar los fallos,Es importante solventar los problemas que presenta el personal promotor contratando personal con un perfil diferente para compensar los fallos
2777,la docente debe solicitar los papeles,cada docente debe solicitar los papeles
2778,Es importante solventar los problemas que tiene el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los erroes pasados,Es importante solventar los problemas que tiene el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los erroes pasados
2779,Tenemos que cubrir las carencias que presenta el promotor añadiendo personal con un perfil diferente para compensar los erroes pasados,Tenemos que cubrir las carencias que presenta el personal promotor añadiendo personal con un perfil diferente para compensar los erroes pasados
2780,Todos son iguales ante la ley y tienen derecho sin discriminación a igual protección de la ley,Todas las personas son iguales ante la ley y tienen derecho sin discriminación a igual protección de la ley
2781,Los intermediarios de la venta se ocuparán también de saber si la oficina tiene las deudas saldadas y si no hay cargas,El personal intermediador de la venta se ocupará también de saber si la oficina tiene las deudas saldadas y si no hay cargas
2782,Los profesores Alejandro y Manuel impartirán el temario de Matemáticas.,Los profesores Alejandro y Manuel impartirán el temario de Matemáticas.
2783,Es importante solventar los problemas que tiene el promotor incorporando personal con un perfil diferente para compensar los fallos,Es importante solventar los problemas que tiene el equipo promotor incorporando personal con un perfil diferente para compensar los fallos
2784,el día de tu boda tienes que contar con las familiares,el día de tu boda tienes que contar con la familia
2785,Tenemos que solventar los problemas que presenta el promotor contratando personal con un perfil diferente para compensar los fallos,Tenemos que solventar los problemas que presenta el equipo promotor contratando personal con un perfil diferente para compensar los fallos
2786,Cada ponente al curso contará con un diploma,Cada ponente al curso contará con un diploma
