gendered,neutral,difficulty
Muchos son los expertos en la materia que han puesto de manifiesto que el teatro es un poderoso vector de transmisión del conocimiento.,Multitud de especialistas en la materia han puesto de manifiesto que el teatro es un poderoso vector de transmisión del conocimiento.,
abogamos por la abolición de la prostitución,abogamos por la abolición de la prostitución,
La aplicación y seguimiento de estos principios se basan en el compromiso activo de los directores y representan a la marca en el extranjero,La aplicación y seguimiento de estos principios se basan en el compromiso activo de la dirección y representan a la marca en el extranjero,
La normativa se dirigía a los voluntarios y explicaba sus nuevas funciones,La normativa se dirigía al voluntariado y explicaba sus nuevas funciones,
Todas tenemos una imagen de nosotras mismas,Cada persona tiene una imagen de sí misma,
"los que presenten el carné de estudiante , tendrán un descuento","quienes presenten el carné de estudiante , tendrán un descuento",
Para avanzar en esta materia es preciso formar tanto a los funcionarios como a los formadores en un programa coherente de información y principios compartidos.,Para avanzar en esta materia es preciso formar tanto al personal funcionario como al personal docente en un programa coherente de información y principios compartidos.,
Todos los titulados deberán salir primero,Las personas con titulación deberán salir primero,
"No obstante , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la interesada","No obstante , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la persona interesada",
el autor de esta novela es Jane Austen,la autoría de esta novela es Jane Austen,
"Esta tarea crucial , en la que participaron todos los investigadores del departamento , ha arrojado varios resultados contradictorios","Esta tarea crucial , en la que participó todo el personal investigador del departamento , ha arrojado varios resultados contradictorios",
"la que quiera hablar , que lo haga ahora o que calle para siempre","quien quiera hablar , que lo haga ahora o que calle para siempre",
No lo dudes hazte socia y colabora con nuestro proyecto,No lo dudes asóciate y colabora con nuestro proyecto,
"Los funcionarios , el poder judicial y las instituciones encargadas de la seguridad velarán por el cumplimiento de la normativa","El funcionariado , el poder judicial y las instituciones encargadas de la seguridad velarán por el cumplimiento de la normativa",
Me gusta que seáis vosotros quienes de vez en cuando me lea algo,Me gusta que alguien de vez en cuando me lea algo,
Todos los asistentes recibirán una carpeta con materiales.,Cada asistente recibirán una carpeta con materiales.,
El número de profesores admitidos ha sido menor que en otras ocasiones,El número de profesorado admitido ha sido menor que en otras ocasiones,
"Sin embargo , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la interesada","Sin embargo , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada",
Un perfil de múltiples artistas que todos los que hablamos la lengua de Cervantes seguimos reconociendo como propio e inalienable,Un perfil de múltiples artistas que quienes hablamos la lengua de Cervantes seguimos reconociendo como propio e inalienable,
Los interesados en Azerbaiyán y Corea pueden leerlo en sus idiomas locales,Las personas interesadas en Azerbaiyán y Corea pueden leerlo en sus idiomas locales,
Todos deben presentar la documentación personalmente,Es preciso presentar la documentación personalmente,
No está de más decir que carga con una larga historia de desprestigio entre los electores y la prensa nacional,No está de más decir que carga con una larga historia de desprestigio entre el electorado y la prensa nacional,
Anímate hazte socio y forma parte de nuestro reto,Anímate asóciate y forma parte de nuestro reto,
La plataforma virtual favorece la interacción entre las profesoras y los alumnos,La plataforma virtual favorece la interacción entre el profesorado y el alumnado,
"La de Valencia organizada por los directores del departamento de finanzas , acontecerá el 14 de mayo","La de Valencia organizada por el equipo directivo del departamento de finanzas , acontecerá el 14 de mayo",
los firmantes están conformes con lo estipulado en el contrato,quienes firman están conformes con lo estipulado en el contrato,
Siempre dicen que son muy sabios,Siempre dicen que son muy inteligentes,
Va dirigido a los estudiantes de último semestre,Va dirigido a estudiantes de último semestre,
Cada uno de los asistentes deberá solicitar que se expida el certificado correspondiente,Cada asistente deberá solicitar que se expida el certificado correspondiente,
"La de Barcelona , organizada por los directores del departamento de finanzas , tendrá lugar el 5 de septiembre","La de Barcelona , organizada por el equipo directivo del departamento de finanzas , tendrá lugar el 5 de septiembre",
"La de Barcelona , organizada por los directores del Campeonato de Europa de Atletismo , tendrá lugar el 5 de septiembre","La de Barcelona , organizada por el equipo directivo del Campeonato de Europa de Atletismo , tendrá lugar el 5 de septiembre",
"Estos proyectos se desarrollan en todo el espectro de interacciones entre los funcionarios y el público , ya sea en el gobierno , admisión escolar entre otros","Estos proyectos se desarrollan en todo el espectro de interacciones entre el personal funcionario y el público , ya sea en el gobierno , admisión escolar entre otros",
Datos de la solicitante,Datos la persona solicitante,
ninguno dice nada,nadie dice nada,
"Esta tarea crucial , en la que participaron todos los investigadores del departamento , ha arrojado varios resultados negativos","Esta tarea crucial , en la que participó todo el personal investigador del departamento , ha arrojado varios resultados negativos",
el docente debe solicitar los papeles,cada docente debe solicitar los papeles,
La iniciativa tiene como objetivo llegar a los alumnos de último curso,La iniciativa tiene como objetivo llegar a estudiantes de último curso,
Bienvenidos a la ayuda general del espacio Abierto al Público del Portal ABC,Bienvenidos y bienvenidas a la ayuda general del espacio Abierto al Público del Portal ABC,
La normativa se dirigía a los voluntarios y les explicaba sus deberes y obligaciones,La normativa se dirigía al voluntariado y les explicaba sus deberes y obligaciones,
El documento se dirigía a los voluntarios y explicaba sus deberes y obligaciones,El documento se dirigía al voluntariado y explicaba sus deberes y obligaciones,
Aún no se han finalizado estudios determinantes del motivo por el cual algunas tienen más probabilidad de padecer el trastorno,Aún no se han finalizado estudios determinantes del motivo por el cual ciertas personas tienen más probabilidad de padecer el trastorno,
Me gusta que seáis vosotros quienes a veces me lea algo,Me gusta que alguna persona a veces me lea algo,
Aprecio que seáis vosotros quienes a veces me lea algo,Aprecio que alguna persona a veces me lea algo,
las jóvenes tienen más aguante,la juventud tienen más aguante,
Los profesores Leo y Daniel impartirán la asignatura de Educación Física.,Los profesores Leo y Daniel impartirán la asignatura de Educación Física.,
Hemos aumentado el número de las formadoras,Hemos aumentado el número de profesorado admitido,
"Además , cada asignatura tiene su propia aula virtual con materiales complementarios , actividades , herramientas de auto-evaluación , foros y chats , para que el estudiante pueda comunicarse con el equipo docente , los/las tutores/as y los/las compañeros/as.","Además , cada asignatura tiene su propia aula virtual con materiales complementarios , actividades , herramientas de auto-evaluación , foros y chats , para que el alumnado pueda comunicarse con el equipo docente , los/las tutores/as y los/las compañeros/as.",
"Estos proyectos se desarrollan en todo el espectro de interacciones entre los funcionarios y el público , ya sea en el gobierno , salud entre otros","Estos proyectos se desarrollan en todo el espectro de interacciones entre el personal funcionario y el público , ya sea en el gobierno , salud entre otros",
